frame_index,quat_w,quat_x,quat_y,quat_z,confidence,forward_x,forward_y,forward_z,right_x,right_y,right_z,up_x,up_y,up_z
0,0.9779808521270752,-0.0006612949655391276,0.20829451084136963,0.012899340130388737,0.9999999999999999,0.20868191123008728,-0.12136263400316238,0.9704241156578064,0.977961003780365,0.019155004993081093,-0.20790709555149078,-0.006643673405051231,-0.992423415184021,-0.12268522381782532
